LineNr.	PosWords	NegWords	hasShift	NrPron	hasExcl	logNr	Label
627	12	1	1	1	0	4.844187086458591	1
628	7	6	1	2	1	5.10594547390058	1
629	10	2	1	1	0	4.6913478822291435	0
630	16	6	1	0	0	5.087596335232384	0
631	5	4	1	0	0	4.430816798843313	0
632	5	5	1	1	0	4.564348191467836	0
633	18	3	1	1	1	5.10594547390058	0
634	8	0	1	0	0	4.406719247264253	1
635	13	4	1	0	0	5.393627546352362	0
636	14	11	1	2	1	5.4638318050256105	0
637	5	7	1	0	1	4.90527477843843	0
638	12	3	1	0	0	4.882801922586371	0
639	6	3	1	0	1	4.8283137373023015	0
640	6	0	1	0	0	4.406719247264253	1
641	19	2	1	0	0	5.093750200806762	0
642	5	3	1	0	0	4.6913478822291435	1
643	10	4	1	0	0	4.709530201312334	0
644	13	6	1	0	1	5.170483995038151	0
645	23	19	1	0	1	6.030685260261263	0
646	4	0	1	0	0	4.394449154672439	1
647	25	7	1	0	0	5.84354441703136	1
648	17	5	1	2	0	5.493061443340548	1
649	18	3	1	0	1	5.420534999272286	0
650	8	6	1	0	1	4.787491742782046	0
651	36	21	1	0	1	6.280395838960195	0
652	11	4	1	0	0	4.8283137373023015	1
653	6	5	1	0	1	4.584967478670572	0
654	10	4	1	1	0	5.043425116919247	0
655	12	4	1	0	0	5.062595033026967	1
656	6	2	1	0	0	4.007333185232471	1
657	10	1	1	0	0	5.081404364984463	0
658	6	10	1	0	1	5.4116460518550396	0
659	14	5	1	0	1	5.030437921392435	0
660	14	5	1	0	0	5.4638318050256105	1
661	6	2	1	0	0	4.394449154672439	1
662	6	3	1	0	0	4.969813299576001	0
663	12	8	1	0	0	4.976733742420574	1
664	16	4	1	1	1	5.6131281063880705	0
665	10	5	1	0	0	4.6913478822291435	0
666	6	0	0	0	0	4.204692619390966	1
667	12	0	1	0	0	4.31748811353631	1
668	15	7	1	0	1	5.3981627015177525	0
669	10	2	0	1	1	4.532599493153256	1
670	16	8	1	0	1	5.5053315359323625	0
671	8	2	0	0	0	4.060443010546419	1
672	16	6	1	0	0	5.5134287461649825	0
673	28	8	1	0	1	5.918893854273146	0
674	12	2	1	0	0	4.553876891600541	1
675	9	6	1	0	1	4.897839799950911	1
676	8	4	1	0	0	4.465908118654584	0
677	21	4	1	0	0	5.3230099791384085	0
678	15	8	1	0	0	5.225746673713202	0
679	17	3	1	0	0	5.332718793265369	0
680	12	6	1	0	1	5.030437921392435	1
681	25	10	1	0	0	5.777652323222656	0
682	5	2	1	0	0	3.9318256327243257	0
683	10	6	1	1	1	5.181783550292085	1
684	8	3	1	0	0	4.6913478822291435	1
685	10	1	1	0	1	4.882801922586371	1
686	9	2	1	0	0	4.820281565605037	0
687	1	2	1	0	0	4.127134385045092	0
688	12	2	1	0	0	4.68213122712422	1
689	5	3	1	0	0	4.564348191467836	0
690	10	6	1	0	0	5.0238805208462765	0
691	4	1	0	0	0	4.30406509320417	1
692	23	8	1	0	0	5.616771097666572	1
693	19	3	1	0	0	4.762173934797756	1
694	7	1	1	0	0	4.394449154672439	1
695	14	4	1	2	0	4.543294782270004	1
696	9	4	0	0	1	5.003946305945459	1
697	11	1	0	1	0	4.430816798843313	1
698	10	5	1	0	0	5.442417710521793	0
699	11	2	1	0	0	4.672828834461906	0
700	16	7	0	0	0	4.997212273764115	1
701	12	4	1	0	1	4.762173934797756	1
702	10	2	1	0	1	4.969813299576001	0
703	2	4	1	0	0	4.31748811353631	0
704	12	5	1	0	1	5.337538079701318	0
705	32	23	1	0	0	6.261491684321042	1
706	5	1	1	0	0	4.51085950651685	0
707	4	7	1	0	0	4.919980925828125	0
708	19	3	1	0	0	5.135798437050262	1
709	9	4	1	1	1	4.859812404361672	1
710	30	19	1	0	0	6.359573868672378	0
711	16	11	1	0	1	5.365976015021851	0
712	17	4	1	1	0	5.545177444479562	0
713	2	5	1	0	0	4.23410650459726	0
714	18	4	1	0	0	5.19295685089021	1
715	7	1	0	0	0	4.718498871295094	1
716	9	1	1	0	1	4.727387818712341	1
717	13	7	1	0	0	5.342334251964811	1
718	2	2	1	0	0	4.343805421853684	0
719	14	3	1	0	0	5.19295685089021	1
720	24	4	1	0	0	5.117993812416755	0
721	9	3	1	0	1	4.897839799950911	1
722	18	2	1	1	0	5.093750200806762	1
723	11	2	1	0	0	5.075173815233827	0
724	10	2	0	0	0	4.356708826689592	1
725	6	1	1	0	0	4.584967478670572	1
726	15	3	1	0	0	4.836281906951478	1
727	20	7	1	1	1	5.802118375377063	1
728	18	3	1	0	0	4.700480365792417	1
729	16	3	1	0	0	5.429345628954441	1
730	25	3	1	0	0	5.501258210544727	1
731	9	6	1	0	0	4.90527477843843	0
732	7	3	1	0	0	4.867534450455582	0
733	4	1	1	0	1	5.075173815233827	0
734	7	4	1	0	0	4.890349128221754	1
735	15	3	1	0	1	5.476463551931511	1
736	17	12	1	0	0	5.135798437050262	1
737	6	2	1	0	0	4.836281906951478	0
738	37	4	1	0	0	5.556828061699537	1
739	7	2	1	0	1	4.7535901911063645	1
740	7	2	1	0	0	4.574710978503383	1
741	17	4	1	0	0	4.77912349311153	1
742	22	8	1	1	1	5.720311776607412	0
743	11	8	1	0	0	4.624972813284271	1
744	19	7	1	0	1	5.849324779946859	0
745	4	2	0	0	0	4.770684624465665	0
746	7	8	1	0	0	5.198497031265826	0
747	10	1	0	0	0	4.07753744390572	0
748	17	11	1	0	1	5.3981627015177525	0
749	27	10	1	1	0	5.755742213586912	0
750	23	15	1	0	0	5.564520407322694	0
751	9	3	1	0	1	4.976733742420574	1
752	9	3	1	1	1	5.099866427824199	0
753	21	11	1	0	1	5.3706380281276624	0
754	17	8	1	0	1	5.814130531825066	0
755	13	11	1	0	1	4.890349128221754	1
756	7	1	1	0	0	4.48863636973214	1
757	7	1	1	0	0	4.356708826689592	1
758	7	1	1	1	1	4.3694478524670215	1
759	16	8	1	0	0	5.605802066295998	0
760	5	2	1	0	0	4.700480365792417	0
761	3	1	1	0	0	4.356708826689592	1
762	32	11	1	0	1	5.932245187448011	1
763	16	4	1	0	0	4.969813299576001	1
764	5	4	1	0	0	3.9318256327243257	0
765	19	3	1	0	1	5.272999558563747	0
766	0	2	1	0	0	4.2626798770413155	0
767	10	3	1	0	0	4.9344739331306915	0
768	34	13	1	1	0	6.184148890937483	0
769	8	1	1	0	0	4.3694478524670215	1
770	36	2	1	1	0	5.831882477283517	1
771	5	0	1	1	0	4.68213122712422	0
772	14	2	1	0	1	5.0238805208462765	1
773	16	8	1	0	0	5.056245805348308	0
774	22	4	1	0	1	5.41610040220442	0
775	13	13	1	2	1	5.493061443340548	0
776	2	4	0	0	1	4.770684624465665	1
777	5	2	1	0	0	4.204692619390966	0
778	18	6	1	0	0	5.181783550292085	1
779	6	5	1	0	0	4.6913478822291435	0
780	11	2	1	1	0	4.90527477843843	1
781	6	3	1	0	0	4.276666119016055	1
782	2	7	1	0	1	3.912023005428146	0
783	7	6	0	1	0	5.062595033026967	0
784	11	8	1	0	1	4.634728988229636	0
785	11	5	1	0	0	4.6913478822291435	0
786	5	1	1	0	0	4.709530201312334	1
787	6	2	1	0	0	4.060443010546419	0
788	20	5	1	0	0	5.4510384535657	0
789	8	4	1	0	1	5.0106352940962555	0
790	11	6	1	0	0	4.882801922586371	0
791	4	1	1	1	1	4.941642422609304	0
792	19	5	1	1	0	5.159055299214529	1
793	14	10	1	0	1	5.37989735354046	1
794	14	8	1	0	0	5.293304824724492	0
795	10	5	1	0	1	5.0369526024136295	0
796	15	3	1	0	0	5.3471075307174685	1
797	17	4	1	0	0	5.062595033026967	0
798	14	2	1	0	0	4.912654885736052	0
799	17	2	1	0	0	5.236441962829949	0
800	21	20	1	0	0	5.755742213586912	0
801	6	0	1	0	0	3.9889840465642745	1
802	1	4	1	0	0	4.663439094112067	0
803	10	3	1	0	0	5.170483995038151	0
804	5	2	1	0	0	4.68213122712422	1
805	4	1	1	0	0	4.007333185232471	0
806	8	4	1	0	0	4.394449154672439	0
807	1	8	1	0	1	4.532599493153256	0
808	5	1	0	0	0	4.394449154672439	1
809	7	3	1	0	0	4.74493212836325	1
810	9	2	0	0	0	4.672828834461906	1
811	5	1	1	0	0	4.0943445622221	1
812	12	4	1	0	1	5.153291594497779	0
813	12	6	1	0	0	5.030437921392435	0
814	18	2	1	0	0	4.997212273764115	0
815	22	7	1	0	0	5.3981627015177525	0
816	9	0	1	0	0	4.248495242049359	1
817	8	2	1	0	0	4.68213122712422	1
818	24	2	1	0	0	5.568344503761097	0
819	7	1	0	0	0	4.219507705176107	1
820	14	5	1	0	0	5.209486152841421	0
821	13	2	1	0	0	5.049856007249537	0
822	12	6	1	0	0	4.844187086458591	1
823	18	5	1	0	1	5.14166355650266	1
824	9	9	1	0	0	5.3471075307174685	0
825	11	0	0	0	0	4.219507705176107	1
826	21	5	1	1	0	5.117993812416755	0
827	12	5	1	0	0	4.804021044733257	0
828	2	1	1	0	1	4.7535901911063645	1
829	4	8	1	0	0	4.709530201312334	0
830	2	2	1	0	0	4.31748811353631	0
831	11	7	1	0	1	5.075173815233827	0
832	11	5	0	1	1	4.74493212836325	0
833	23	10	1	0	1	5.537334267018537	0
834	6	0	1	0	0	4.02535169073515	0
835	12	6	1	0	0	5.231108616854587	0
836	15	5	1	0	0	5.209486152841421	0
837	16	0	1	0	1	4.948759890378168	1
838	15	5	1	0	0	5.093750200806762	0
839	16	3	0	0	0	4.890349128221754	1
840	4	4	0	0	0	4.2626798770413155	0
841	10	1	1	0	0	4.356708826689592	1
842	12	15	1	0	0	5.697093486505405	0
843	5	0	0	1	0	4.110873864173311	1
844	7	5	1	1	0	4.8283137373023015	0
845	2	3	1	0	0	4.02535169073515	0
846	37	7	1	0	1	5.60947179518496	1
847	17	14	1	0	0	5.66988092298052	0
848	11	4	1	0	0	5.0689042022202315	0
849	11	5	1	0	0	4.859812404361672	1
850	7	4	1	0	0	4.553876891600541	1
851	7	5	0	0	0	4.6913478822291435	1
852	33	12	1	0	0	6.09807428216624	0
853	14	4	1	0	1	5.181783550292085	1
854	0	1	0	0	0	3.912023005428146	0
855	5	0	1	0	0	4.465908118654584	0
856	11	0	0	0	0	4.584967478670572	1
857	3	2	1	0	0	4.430816798843313	0
858	12	10	1	0	1	5.3706380281276624	1
859	9	6	1	0	1	4.875197323201151	1
860	16	6	1	0	0	5.4116460518550396	0
861	4	2	1	0	1	4.727387818712341	0
862	7	3	1	0	0	4.330733340286331	1
863	6	6	1	0	0	4.718498871295094	0
864	12	7	1	0	1	5.497168225293202	0
865	8	12	1	0	0	5.198497031265826	1
866	17	4	0	0	0	4.762173934797756	1
867	10	3	1	0	1	5.3706380281276624	0
868	34	14	1	0	1	6.073044534100405	1
869	1	5	1	0	1	4.700480365792417	0
870	6	1	0	0	0	4.343805421853684	1
871	10	2	1	0	0	5.056245805348308	0
872	10	0	1	0	0	4.394449154672439	0
873	12	7	0	0	0	4.77912349311153	1
874	4	0	1	0	1	4.477336814478207	1
875	21	10	1	0	0	5.659482215759621	0
876	12	6	1	0	1	5.308267697401205	1
877	3	2	1	0	0	4.477336814478207	0
878	6	2	1	0	0	4.605170185988092	0
879	6	0	1	0	0	4.77912349311153	1
880	22	6	1	0	0	5.267858159063328	1
881	5	0	0	0	0	4.060443010546419	1
882	3	0	1	0	0	4.127134385045092	1
883	9	7	1	0	0	5.181783550292085	0
884	15	5	1	0	0	4.969813299576001	1
885	6	1	1	0	0	4.574710978503383	0
886	9	2	1	0	0	4.820281565605037	1
887	12	8	1	0	0	5.37989735354046	0
888	14	11	1	0	1	5.220355825078324	0
889	25	9	1	0	0	5.846438775057725	0
890	13	8	1	0	1	4.812184355372417	0
891	3	1	1	0	0	4.564348191467836	0
892	17	16	1	0	0	5.598421958998375	0
893	5	2	1	0	0	4.672828834461906	0
894	9	1	1	0	0	4.941642422609304	0
895	9	2	1	0	1	4.736198448394496	1
896	9	3	1	0	1	5.093750200806762	0
897	8	7	1	1	1	5.123963979403259	0
898	11	1	1	0	0	4.30406509320417	1
899	9	2	1	0	1	4.787491742782046	0
900	14	2	1	0	0	5.123963979403259	0
901	26	9	1	0	1	6.118097198041348	0
902	9	5	1	1	1	5.181783550292085	1
903	8	7	1	0	0	5.198497031265826	0
904	28	10	1	0	0	5.7745515455444085	0
905	2	5	1	0	1	4.2626798770413155	1
906	17	12	1	0	0	5.480638923341991	0
907	9	9	1	0	1	4.859812404361672	1
908	7	0	0	0	0	4.543294782270004	1
909	7	5	1	0	0	4.852030263919617	0
910	30	6	1	0	1	5.998936561946683	0
911	9	2	1	0	0	4.812184355372417	1
912	9	3	1	0	0	5.288267030694535	1
913	20	19	1	0	0	5.594711379601839	1
914	17	8	1	0	0	5.442417710521793	0
915	17	6	1	0	0	5.831882477283517	0
916	7	1	0	0	0	4.997212273764115	1
917	11	3	1	0	1	4.969813299576001	0
918	7	3	1	0	1	4.919980925828125	1
919	17	3	1	2	1	5.337538079701318	0
920	9	5	0	0	0	4.762173934797756	0
921	29	5	1	0	1	5.697093486505405	1
922	25	4	1	0	1	5.840641657373398	0
923	19	3	1	0	1	5.087596335232384	1
924	10	1	1	0	0	4.8283137373023015	1
925	16	2	1	3	0	5.351858133476067	0
926	8	1	1	0	0	4.0943445622221	1
927	5	7	1	0	1	5.003946305945459	0
928	22	3	1	2	0	5.726847747587197	0
929	5	4	1	1	0	4.736198448394496	0
930	23	11	1	1	1	5.8998973535824915	0
931	6	3	1	0	0	4.7535901911063645	0
932	11	7	1	0	0	4.955827057601261	0
933	16	4	1	1	0	5.19295685089021	1
934	19	8	1	0	1	5.739792912179234	0
935	17	9	1	0	0	5.420534999272286	1
936	12	0	1	1	0	4.418840607796598	1
937	16	10	1	0	0	5.568344503761097	0
938	10	3	1	0	1	5.438079308923196	0
939	12	7	1	0	1	5.365976015021851	0
940	8	2	0	0	1	4.663439094112067	1
941	15	5	1	1	1	5.497168225293202	0
942	24	21	1	0	0	6.1779441140506	0
943	34	5	1	0	1	5.916202062607435	1
944	9	7	1	0	0	5.389071729816501	0
945	12	1	1	0	1	4.672828834461906	0
946	23	8	1	0	1	5.605802066295998	0
947	19	10	1	1	0	5.902633333401366	0
948	9	9	1	0	0	4.68213122712422	0
949	7	9	1	0	0	4.7535901911063645	1
950	14	7	0	0	0	4.919980925828125	1
951	8	2	1	0	0	4.584967478670572	0
952	5	3	1	0	0	4.700480365792417	0
953	11	4	1	0	0	5.0369526024136295	0
954	27	5	1	0	1	6.066108090103747	0
955	8	2	1	0	0	4.709530201312334	0
956	15	4	1	0	1	4.812184355372417	1
957	10	6	1	0	0	5.153291594497779	1
958	7	2	1	1	0	4.983606621708336	1
959	21	4	1	1	1	5.135798437050262	0
960	2	1	1	0	0	4.143134726391533	0
961	38	11	1	0	1	6.259581464064923	0
962	7	5	1	0	0	5.272999558563747	1
963	11	6	1	0	1	5.117993812416755	0
964	26	5	0	1	1	5.231108616854587	1
965	22	3	1	0	0	5.147494476813453	1
966	22	6	1	0	1	5.459585514144159	0
967	8	4	1	0	0	4.553876891600541	0
968	8	6	1	0	0	4.127134385045092	0
969	8	2	1	0	0	4.718498871295094	1
970	20	14	1	1	1	5.981414211254481	0
971	9	7	0	0	0	4.955827057601261	1
972	12	3	1	0	0	4.927253685157205	0
973	5	1	1	0	1	4.61512051684126	1
974	13	3	1	0	0	4.859812404361672	0
975	5	0	0	0	0	4.30406509320417	0
976	25	11	1	0	1	5.869296913133774	0
977	7	4	1	0	0	4.976733742420574	0
978	11	6	1	0	0	5.030437921392435	0
979	10	5	0	1	0	4.90527477843843	0
980	3	1	1	0	0	4.290459441148391	0
981	8	1	1	0	0	4.330733340286331	0
982	6	0	1	0	0	4.51085950651685	0
983	14	5	1	0	0	4.919980925828125	1
984	6	0	1	0	0	4.553876891600541	1
985	6	2	1	0	0	4.189654742026425	1
986	11	4	1	0	0	5.288267030694535	0
987	8	2	1	0	0	4.343805421853684	1
988	10	5	1	0	0	4.882801922586371	1
989	17	11	1	0	1	5.5053315359323625	1
990	10	2	1	0	1	4.912654885736052	1
991	4	9	0	0	0	4.465908118654584	0
992	7	6	1	0	0	4.969813299576001	0
993	7	2	1	0	1	5.062595033026967	0
994	33	6	1	2	0	5.976350909297934	0
995	6	1	1	0	0	4.6443908991413725	1
996	12	3	1	0	0	5.111987788356544	1
997	23	7	1	0	0	5.493061443340548	1
998	14	1	0	1	0	4.795790545596741	1
999	12	10	1	0	1	5.049856007249537	0
1000	6	3	1	0	0	4.584967478670572	0
1001	12	10	1	1	1	5.389071729816501	1
1002	6	3	0	0	0	4.060443010546419	1
1003	8	1	0	0	0	4.454347296253507	1
1004	12	1	1	0	0	4.204692619390966	1
1005	13	11	1	0	1	5.231108616854587	1
1006	31	3	1	0	0	5.4638318050256105	1
1007	6	5	1	0	0	5.241747015059643	0
1008	12	5	1	0	0	4.8283137373023015	0
1009	17	10	1	0	0	5.262690188904886	1
1010	9	6	1	0	0	4.836281906951478	1
1011	6	2	0	0	0	4.276666119016055	1
1012	15	6	0	0	1	5.043425116919247	1
1013	10	3	1	0	0	4.948759890378168	0
1014	2	0	0	0	0	4.204692619390966	1
1015	8	0	1	0	0	4.672828834461906	1
1016	4	3	1	0	0	4.48863636973214	0
1017	4	0	0	0	0	4.248495242049359	1
1018	9	9	1	0	0	5.049856007249537	1
1019	28	9	1	0	0	5.43372200355424	0
1020	26	2	1	1	0	5.030437921392435	1
1021	9	7	1	1	0	5.181783550292085	0
1022	12	1	1	0	1	5.0106352940962555	1
1023	10	2	1	0	0	4.290459441148391	1
1024	21	9	1	0	1	5.730099782973574	1
1025	4	0	1	0	0	4.919980925828125	0
1026	26	5	1	0	0	5.4638318050256105	1
1027	11	4	1	0	0	4.941642422609304	1
1028	9	2	1	0	0	4.700480365792417	0
1029	6	3	0	0	0	4.382026634673881	1
1030	4	2	1	0	0	4.219507705176107	1
1031	9	2	1	0	0	5.153291594497779	0
1032	20	9	1	2	1	5.641907070938114	1
1033	9	3	0	0	0	4.962844630259907	1
1034	4	2	1	0	0	4.624972813284271	0
1035	12	2	1	0	0	5.099866427824199	0
1036	8	1	1	0	1	4.406719247264253	1
1037	3	1	1	0	0	4.060443010546419	0
1038	10	4	1	0	0	5.135798437050262	1
1039	11	4	1	0	0	4.875197323201151	1
1040	29	11	1	0	1	5.707110264748875	1
1041	1	3	1	0	1	4.0943445622221	0
1042	10	2	1	0	1	4.8283137373023015	0
1043	14	3	1	0	1	4.882801922586371	1
1044	4	2	1	0	1	4.890349128221754	1
1045	9	1	1	0	0	4.844187086458591	0
1046	13	5	1	0	0	5.14166355650266	0
1047	3	1	1	0	0	4.007333185232471	0
1048	16	5	1	0	0	5.247024072160486	1
1049	9	2	1	0	0	4.762173934797756	0
1050	18	2	1	0	1	5.075173815233827	1
1051	16	4	1	0	1	5.0689042022202315	0
1052	17	4	1	0	1	5.402677381872279	0
1053	10	10	1	0	1	5.564520407322694	0
1054	14	2	1	0	0	4.882801922586371	1
1055	19	3	1	0	1	5.602118820879701	0
1056	10	10	1	0	1	5.204006687076795	1
1057	5	4	1	0	0	4.51085950651685	0
1058	12	7	1	0	1	4.875197323201151	0
1059	11	6	1	0	1	5.2832037287379885	0
1060	12	4	1	0	0	5.017279836814924	0
1061	6	3	1	0	1	4.61512051684126	0
1062	17	7	1	0	0	5.241747015059643	0
1063	12	6	1	1	0	5.541263545158426	0
1064	14	8	1	0	1	4.867534450455582	0
1065	3	3	1	0	0	4.127134385045092	0
1066	7	1	1	0	0	4.499809670330265	0
1067	11	0	1	0	0	4.276666119016055	1
1068	7	5	1	0	1	4.787491742782046	0
1069	38	14	1	1	0	5.955837369464831	0
1070	2	3	1	1	0	4.3694478524670215	1
1071	11	1	1	0	0	4.442651256490317	0
1072	9	2	1	0	0	4.663439094112067	1
1073	10	12	1	0	1	5.247024072160486	1
1074	9	2	1	1	0	4.574710978503383	0
1075	13	2	1	0	0	5.075173815233827	1
1076	2	3	1	0	0	4.6913478822291435	0
1077	6	5	1	0	0	4.727387818712341	0
1078	15	14	1	0	0	5.43372200355424	0
1079	10	3	1	0	0	5.3471075307174685	1
1080	2	7	1	0	0	4.59511985013459	0
1081	8	1	0	0	1	4.382026634673881	1
1082	4	2	1	0	0	4.060443010546419	1
1083	16	6	1	0	0	5.393627546352362	0
1084	2	2	1	0	0	4.3694478524670215	0
1085	5	2	1	0	0	4.48863636973214	0
1086	18	3	1	0	0	5.225746673713202	1
1087	6	2	1	0	0	4.31748811353631	0
1088	25	8	1	0	1	5.697093486505405	1
1089	18	4	1	0	1	5.575949103146316	0
1090	12	2	1	1	1	5.030437921392435	0
1091	16	4	1	1	0	5.198497031265826	1
1092	8	1	0	0	0	3.970291913552122	1
1093	18	6	1	0	1	5.407171771460119	0
1094	11	6	1	0	1	5.017279836814924	1
1095	5	4	0	0	0	4.248495242049359	1
1096	14	4	1	0	0	4.955827057601261	1
1097	6	2	1	0	0	4.30406509320417	1
1098	6	1	1	1	0	4.382026634673881	0
1099	14	8	1	0	1	5.68697535633982	0
1100	15	7	1	0	0	5.170483995038151	0
1101	12	2	1	0	1	4.77912349311153	1
1102	13	8	1	0	0	4.9344739331306915	0
1103	10	4	1	0	0	4.736198448394496	0
1104	4	5	1	0	0	4.543294782270004	0
1105	10	7	1	0	0	4.948759890378168	0
1106	14	2	1	0	0	5.53338948872752	0
1107	23	11	1	0	1	5.8888779583328805	0
1108	6	4	1	0	0	4.836281906951478	1
1109	16	2	1	0	0	5.236441962829949	0
1110	13	4	1	0	1	5.568344503761097	0
1111	9	4	1	0	0	4.919980925828125	0
1112	12	3	0	0	0	4.890349128221754	1
1113	7	5	0	0	0	4.330733340286331	1
1114	18	6	1	0	0	5.170483995038151	0
1115	10	3	1	0	0	4.90527477843843	1
1116	10	10	1	0	1	5.231108616854587	0
1117	11	3	1	0	1	5.187385805840755	1
1118	17	0	1	0	1	4.948759890378168	1
1119	15	2	0	0	0	5.123963979403259	1
1120	8	7	1	1	0	5.375278407684165	0
1121	8	1	1	0	0	5.056245805348308	0
1122	11	0	1	0	1	5.030437921392435	1
1123	5	3	1	0	0	4.07753744390572	1
1124	8	3	1	0	0	4.727387818712341	0
1125	5	2	1	0	0	4.3694478524670215	0
1126	3	4	1	0	0	4.23410650459726	0
1127	13	3	1	0	0	5.332718793265369	1
1128	4	7	1	0	0	4.624972813284271	0
1129	12	6	1	0	0	4.574710978503383	0
1130	10	1	1	0	0	4.969813299576001	1
1131	4	2	1	0	0	4.465908118654584	0
1132	13	4	1	0	0	5.187385805840755	0
1133	8	1	1	0	1	4.969813299576001	1
1134	15	4	1	1	0	5.424950017481403	0
1135	9	7	1	0	0	5.2832037287379885	0
1136	12	0	0	0	0	4.68213122712422	1
1137	9	6	1	0	1	5.69035945432406	0
1138	4	2	1	0	1	4.31748811353631	1
1139	5	2	1	0	0	4.465908118654584	1
1140	4	5	1	0	1	5.170483995038151	0
1141	11	4	1	0	0	4.68213122712422	0
1142	8	1	1	0	0	4.6443908991413725	0
1143	4	5	1	0	0	4.718498871295094	0
1144	40	10	1	0	0	6.040254711277414	1
1145	3	2	1	0	0	4.0943445622221	1
1146	9	2	1	0	0	4.890349128221754	1
1147	16	10	1	0	1	5.54907608489522	0
1148	6	2	1	0	0	4.31748811353631	0
1149	7	3	1	0	0	4.836281906951478	1
1150	10	5	1	0	0	4.867534450455582	1
1151	4	3	1	0	1	4.204692619390966	0
1152	4	2	0	0	0	4.406719247264253	0
1153	19	3	1	0	0	5.337538079701318	0
1154	15	4	1	0	0	5.220355825078324	1
1155	39	25	1	0	1	6.2324480165505225	1
1156	9	0	1	2	1	5.209486152841421	0
1157	4	0	0	0	0	4.762173934797756	1
1158	5	2	1	0	1	4.709530201312334	0
1159	15	13	1	0	0	5.616771097666572	0
1160	9	6	1	0	0	4.74493212836325	1
1161	9	11	0	0	0	5.209486152841421	0
1162	5	3	1	0	0	4.127134385045092	0
1163	9	5	1	0	0	4.976733742420574	0
1164	13	7	1	0	0	4.941642422609304	0
1165	5	0	0	0	0	4.430816798843313	1
1166	15	6	1	0	1	5.187385805840755	0
1167	11	5	1	0	0	5.099866427824199	0
1168	2	1	1	0	0	4.04305126783455	0
1169	6	4	1	0	1	4.68213122712422	0
1170	3	0	1	0	1	4.5217885770490405	1
1171	11	7	1	0	0	5.638354669333745	0
1172	8	8	1	0	0	5.117993812416755	0
1173	7	6	1	0	0	4.787491742782046	0
1174	7	1	1	0	1	4.624972813284271	0
1175	19	6	1	1	0	5.241747015059643	0
1176	8	0	1	0	1	4.882801922586371	1
1177	12	1	1	0	0	4.836281906951478	1
1178	12	7	1	0	0	5.697093486505405	0
1179	10	2	1	0	0	4.727387818712341	1
1180	7	2	1	0	0	4.859812404361672	0
1181	11	2	1	1	0	5.075173815233827	0
1182	6	9	1	0	1	5.170483995038151	0
1183	8	3	1	0	0	4.3694478524670215	0
1184	7	0	0	0	0	4.406719247264253	1
1185	7	2	1	0	0	4.276666119016055	0
1186	13	6	1	0	1	4.919980925828125	0
1187	10	1	1	0	0	4.875197323201151	1
1188	18	7	1	0	1	5.351858133476067	1
1189	15	5	1	0	1	5.521460917862246	1
1190	19	2	1	0	0	5.214935757608986	1
1191	9	8	1	0	0	5.10594547390058	0
1192	6	5	1	0	0	4.844187086458591	0
1193	8	3	1	0	0	4.51085950651685	0
1194	19	8	1	0	1	5.497168225293202	0
1195	10	2	0	0	0	4.430816798843313	1
1196	8	11	1	1	0	5.288267030694535	0
1197	10	4	1	0	0	4.762173934797756	0
1198	9	0	1	0	0	4.127134385045092	1
1199	8	5	1	0	0	4.770684624465665	0
1200	4	1	1	0	0	4.290459441148391	1
1201	10	0	1	0	1	4.330733340286331	1
1202	12	1	1	1	0	4.48863636973214	0
1203	12	3	0	0	1	4.736198448394496	1
1204	22	5	1	0	0	5.680172609017068	1
1205	17	2	1	0	0	4.976733742420574	1
1206	9	9	1	0	0	5.209486152841421	0
1207	3	0	1	0	0	4.204692619390966	1
1208	12	10	1	1	0	4.9344739331306915	0
1209	7	5	1	0	1	4.465908118654584	1
1210	13	4	1	0	0	4.844187086458591	0
1211	6	1	1	0	0	5.075173815233827	1
1212	11	2	1	0	0	4.962844630259907	1
1213	12	7	1	0	1	5.117993812416755	1
1214	12	4	1	0	0	5.0106352940962555	0
1215	9	4	1	0	0	4.574710978503383	0
1216	14	6	1	0	1	5.159055299214529	0
1217	5	2	0	0	0	4.143134726391533	1
1218	10	1	1	0	1	4.804021044733257	1
1219	8	9	1	0	0	4.59511985013459	0
1220	6	0	1	0	0	4.875197323201151	0
1221	18	1	0	1	1	4.927253685157205	1
1222	9	5	1	1	0	4.90527477843843	0
1223	6	5	1	0	0	4.836281906951478	0
1224	8	2	1	0	0	4.5217885770490405	0
1225	5	2	1	0	0	4.060443010546419	0
1226	12	5	0	2	1	5.176149732573829	1
1227	18	3	1	0	0	5.117993812416755	0
1228	9	4	1	0	0	4.844187086458591	0
1229	9	1	1	1	0	4.672828834461906	1
1230	15	8	1	0	0	5.087596335232384	0
1231	17	5	1	0	0	4.812184355372417	1
1232	9	4	1	0	0	4.574710978503383	1
1233	20	6	1	0	1	5.717027701406222	1
1234	15	4	1	0	0	4.605170185988092	0
1235	8	6	1	0	0	4.983606621708336	1
1236	8	3	1	1	1	4.31748811353631	1
1237	10	0	1	0	0	4.955827057601261	1
1238	6	2	1	1	0	4.59511985013459	0
1239	12	11	1	0	0	5.272999558563747	1
1240	11	5	1	0	0	4.941642422609304	0
1241	24	12	1	0	1	5.82600010738045	0
1242	9	8	1	0	0	4.983606621708336	0
1243	10	1	1	0	0	4.6443908991413725	1
1244	14	10	1	0	1	5.3981627015177525	0
1245	6	8	1	0	1	5.075173815233827	0
1246	13	8	1	1	1	5.365976015021851	1
