LineNr.	PosWords	NegWords	hasShift	NrPron	hasExcl	logNr	Label
238	16	8	1	0	1	5.442417710521793	0
239	6	2	1	0	0	4.330733340286331	0
240	5	3	1	0	0	4.852030263919617	1
241	14	7	1	0	0	5.075173815233827	0
242	10	3	1	0	0	4.709530201312334	1
243	13	6	1	0	0	5.117993812416755	0
244	15	3	1	0	0	5.0106352940962555	1
245	7	0	1	0	0	4.477336814478207	1
246	16	8	1	0	1	5.501258210544727	0
247	10	3	1	0	1	5.111987788356544	0
248	10	6	1	0	0	5.220355825078324	1
249	7	1	1	0	1	4.875197323201151	0
250	15	9	1	0	1	5.484796933490655	0
251	2	2	1	0	1	4.553876891600541	1
252	9	1	1	0	0	4.77912349311153	1
253	7	4	0	0	0	4.356708826689592	0
254	18	4	1	0	0	4.927253685157205	1
255	12	3	1	0	0	4.912654885736052	1
256	6	8	0	2	1	4.948759890378168	1
257	12	10	1	0	0	5.4116460518550396	0
258	7	7	1	1	1	4.997212273764115	0
259	7	3	0	0	0	4.624972813284271	0
260	14	3	1	1	0	5.0106352940962555	1
261	21	10	1	0	0	5.8664680569332965	1
262	13	6	1	0	1	5.267858159063328	0
263	18	4	1	0	0	5.153291594497779	1
264	6	0	1	0	0	4.672828834461906	0
265	16	2	1	0	0	5.187385805840755	0
266	16	9	1	0	0	5.579729825986222	0
267	10	3	1	1	0	4.804021044733257	0
268	6	2	1	0	1	5.075173815233827	1
269	20	7	1	0	0	5.476463551931511	0
270	9	1	1	0	0	4.820281565605037	1
271	6	4	1	2	1	4.962844630259907	1
272	4	2	1	0	0	4.812184355372417	0
273	11	4	0	0	0	4.859812404361672	1
274	10	0	1	0	0	4.189654742026425	1
275	31	18	1	0	1	6.1070228877422545	0
276	29	15	1	3	0	5.75890177387728	0
277	12	1	1	0	0	5.0106352940962555	0
278	11	1	0	0	0	4.406719247264253	1
279	7	3	1	0	0	4.844187086458591	0
280	16	6	1	0	0	5.030437921392435	0
281	9	2	1	0	1	4.875197323201151	0
282	11	11	1	0	0	4.948759890378168	0
283	6	5	1	0	0	4.795790545596741	0
284	12	2	1	0	1	4.718498871295094	1
285	12	5	1	1	0	5.241747015059643	0
286	4	2	1	0	0	4.0943445622221	1
287	16	18	1	0	0	5.831882477283517	0
288	8	2	0	0	0	4.61512051684126	1
289	14	7	1	0	0	5.056245805348308	0
290	29	4	1	0	1	5.68697535633982	1
291	5	0	1	0	0	4.219507705176107	1
292	6	0	1	0	0	4.219507705176107	1
293	3	1	1	0	0	4.343805421853684	0
294	13	0	1	0	0	5.272999558563747	0
295	7	2	1	0	0	4.204692619390966	1
296	11	1	0	0	0	3.9889840465642745	1
297	7	2	1	0	0	4.867534450455582	0
298	3	3	0	0	1	4.31748811353631	0
299	30	8	1	1	0	5.66988092298052	0
300	35	37	1	0	1	6.363028103540465	0
301	4	3	0	0	0	4.406719247264253	1
302	9	3	1	0	0	4.890349128221754	1
303	8	1	1	0	0	4.454347296253507	0
304	6	2	1	0	0	4.110873864173311	0
305	11	10	1	0	0	4.795790545596741	0
306	6	2	1	0	0	4.204692619390966	1
307	6	1	1	0	0	4.2626798770413155	1
308	5	2	1	0	0	4.060443010546419	0
309	32	10	1	0	0	5.755742213586912	0
310	13	1	1	0	0	4.882801922586371	1
311	8	4	1	0	0	4.976733742420574	0
312	13	1	1	0	1	5.278114659230517	0
313	26	9	1	0	0	5.720311776607412	0
314	5	2	1	0	0	4.110873864173311	0
315	10	5	1	1	0	4.867534450455582	0
316	14	4	1	0	0	5.003946305945459	0
317	17	14	0	1	0	5.749392985908253	0
318	7	2	1	0	0	4.736198448394496	0
319	16	2	1	0	1	5.480638923341991	0
320	14	4	1	0	0	5.003946305945459	0
321	22	3	0	0	0	4.927253685157205	1
322	12	5	1	0	0	4.948759890378168	0
323	10	3	1	0	1	5.187385805840755	0
324	12	2	1	0	1	5.2832037287379885	1
325	12	7	1	0	1	5.308267697401205	0
326	4	2	1	0	1	4.5217885770490405	1
327	28	5	1	0	0	5.521460917862246	0
328	2	3	1	0	0	4.174387269895637	0
329	2	2	1	0	0	4.189654742026425	1
330	24	15	1	0	0	5.971261839790462	0
331	10	3	1	0	1	4.74493212836325	1
332	19	0	1	1	1	5.209486152841421	1
333	3	4	1	0	0	4.189654742026425	1
334	6	6	1	0	0	4.762173934797756	0
335	10	5	1	0	0	5.1647859739235145	0
336	32	10	1	0	0	5.6131281063880705	1
337	12	5	1	0	0	4.983606621708336	0
338	16	4	1	0	1	5.54907608489522	1
339	11	6	1	0	0	5.081404364984463	0
340	13	8	1	0	0	4.875197323201151	0
341	11	3	1	0	0	5.318119993844216	1
342	14	9	1	2	1	5.420534999272286	0
343	18	5	1	0	1	5.583496308781699	0
344	10	7	0	0	0	4.77912349311153	0
345	20	9	1	0	1	5.703782474656201	0
346	11	7	1	0	1	5.393627546352362	0
347	7	4	0	0	1	4.5217885770490405	1
348	12	2	1	0	0	4.204692619390966	1
349	13	1	0	0	1	4.74493212836325	1
350	19	6	1	0	0	5.247024072160486	1
351	15	6	1	0	0	5.278114659230517	0
352	10	0	1	0	1	4.605170185988092	0
353	9	2	1	0	0	4.68213122712422	1
354	18	17	1	0	1	5.62040086571715	1
355	5	1	1	0	0	4.110873864173311	0
356	3	3	1	0	0	4.0943445622221	1
357	12	6	1	1	0	5.14166355650266	0
358	5	5	1	0	0	4.812184355372417	0
359	11	7	1	0	1	5.303304908059076	0
360	4	3	1	0	0	4.68213122712422	1
361	1	0	1	0	0	4.990432586778736	0
362	28	15	1	1	1	5.666426688112432	0
363	11	7	1	0	1	5.135798437050262	0
364	22	8	1	0	0	5.605802066295998	0
365	14	1	1	0	0	4.983606621708336	1
366	15	11	1	0	0	5.455321115357702	0
367	9	2	1	0	0	4.290459441148391	1
368	13	12	1	1	0	5.940171252720432	0
369	18	8	1	0	0	5.225746673713202	0
370	9	4	1	0	1	4.8283137373023015	1
371	7	4	1	0	1	4.6443908991413725	0
372	27	8	1	0	0	5.777652323222656	0
373	13	6	1	0	0	4.7535901911063645	0
374	8	3	1	0	0	4.9344739331306915	0
375	2	2	1	0	0	4.02535169073515	1
376	13	8	1	0	1	5.288267030694535	0
377	11	4	1	0	0	4.912654885736052	1
378	6	4	1	0	0	4.844187086458591	0
379	8	5	1	0	0	4.941642422609304	0
380	16	7	1	0	0	4.919980925828125	1
381	14	7	1	0	0	4.90527477843843	0
382	10	2	1	0	0	4.330733340286331	1
383	8	1	1	0	1	4.465908118654584	0
384	17	3	1	1	0	4.912654885736052	0
385	3	2	1	0	1	4.07753744390572	0
386	16	1	0	0	0	4.820281565605037	1
387	6	2	1	0	0	4.127134385045092	1
388	6	1	1	1	1	5.19295685089021	1
389	22	17	1	0	0	5.579729825986222	0
390	5	2	0	1	0	4.204692619390966	0
391	12	2	1	0	0	4.844187086458591	1
392	10	9	1	0	1	4.983606621708336	0
393	15	7	1	0	0	5.081404364984463	0
394	16	2	1	0	0	5.062595033026967	0
395	28	13	1	1	1	5.7430031878094825	1
396	10	4	1	1	0	4.672828834461906	0
397	13	3	1	0	0	4.948759890378168	0
398	20	8	1	0	0	5.093750200806762	1
399	12	5	1	0	1	4.852030263919617	0
400	10	10	1	0	0	5.247024072160486	0
401	6	3	0	0	0	4.204692619390966	1
402	8	3	1	0	0	5.117993812416755	1
403	22	10	1	0	0	5.82600010738045	0
404	5	7	1	0	0	5.017279836814924	1
405	10	4	1	0	1	4.90527477843843	0
406	17	6	1	0	0	5.529429087511423	0
407	13	4	1	0	1	4.8283137373023015	1
408	11	2	1	0	1	5.1298987149230735	1
409	30	15	1	0	0	6.09807428216624	1
410	12	2	1	0	1	4.867534450455582	0
411	6	1	1	0	0	4.219507705176107	0
412	11	3	1	0	0	4.7535901911063645	1
413	7	2	1	0	0	4.663439094112067	1
414	14	3	1	0	0	5.135798437050262	1
415	5	5	1	0	0	4.8283137373023015	0
416	19	5	1	1	0	4.844187086458591	0
417	13	0	1	0	0	4.248495242049359	1
418	6	5	1	0	0	4.68213122712422	1
419	11	5	1	0	0	5.0369526024136295	0
420	3	0	1	0	0	3.9318256327243257	1
421	16	1	0	0	0	4.8283137373023015	1
422	21	7	1	0	0	5.480638923341991	1
423	8	1	1	0	0	4.709530201312334	0
424	15	4	1	0	0	4.709530201312334	1
425	10	1	0	0	0	4.060443010546419	1
426	16	7	1	0	0	4.820281565605037	1
427	16	6	1	0	1	5.564520407322694	1
428	11	4	1	0	1	5.153291594497779	1
429	6	2	0	0	0	4.23410650459726	1
430	9	8	1	0	0	5.313205979041787	0
431	7	1	1	0	0	4.174387269895637	1
432	17	1	1	0	0	4.762173934797756	1
433	22	6	1	0	0	5.552959584921617	0
434	13	2	1	0	0	4.770684624465665	1
435	3	2	1	0	0	4.219507705176107	1
436	17	4	1	0	0	4.997212273764115	0
437	14	4	0	0	1	4.736198448394496	1
438	7	2	1	0	0	4.867534450455582	1
439	10	3	1	0	0	4.919980925828125	0
440	3	1	1	0	0	4.31748811353631	1
441	6	3	1	0	0	4.8283137373023015	0
442	11	1	1	0	0	4.574710978503383	1
443	12	5	1	0	0	4.955827057601261	0
444	3	3	1	0	1	4.762173934797756	1
445	20	6	1	0	0	5.572154032177765	1
446	8	1	0	0	0	4.204692619390966	1
447	6	3	1	0	1	4.574710978503383	0
448	13	2	1	0	0	4.718498871295094	1
449	11	10	1	0	1	5.2832037287379885	0
450	11	3	0	0	0	4.859812404361672	1
451	14	3	1	0	0	4.836281906951478	1
452	4	1	1	0	0	4.1588830833596715	0
453	17	5	1	0	0	5.337538079701318	0
454	17	8	1	0	0	5.817111159963204	1
455	14	5	1	0	1	5.560681631015528	0
456	11	0	0	0	0	4.394449154672439	0
457	8	2	1	0	0	4.553876891600541	1
458	10	6	1	0	0	4.812184355372417	1
459	13	3	0	0	0	4.9344739331306915	1
460	5	3	1	1	0	5.10594547390058	0
461	33	16	1	6	1	6.385194398997726	0
462	6	5	1	0	0	4.454347296253507	0
463	17	8	1	0	0	5.0106352940962555	0
464	5	6	1	0	0	4.499809670330265	0
465	10	5	1	0	1	4.787491742782046	1
466	14	6	1	1	1	5.517452896464707	0
467	28	6	1	0	0	5.814130531825066	0
468	11	3	1	0	1	4.718498871295094	0
469	12	2	1	0	1	5.0106352940962555	0
470	18	3	1	0	0	5.337538079701318	1
471	7	7	1	1	0	5.313205979041787	0
472	20	9	1	0	1	5.855071922202427	0
473	10	3	1	1	0	4.90527477843843	0
474	12	0	1	0	0	5.262690188904886	1
475	9	8	1	1	1	5.267858159063328	0
476	10	4	1	0	0	4.912654885736052	0
477	18	5	1	0	1	5.209486152841421	1
478	10	3	0	0	1	4.912654885736052	1
479	20	11	1	2	1	6.0014148779611505	1
480	11	1	0	0	0	4.174387269895637	1
481	4	2	0	0	1	4.941642422609304	1
482	14	6	1	1	0	5.267858159063328	0
483	9	3	1	0	0	4.394449154672439	0
484	9	5	1	1	0	5.003946305945459	1
485	6	4	1	0	0	4.454347296253507	0
486	8	2	0	0	0	4.330733340286331	1
487	17	5	1	0	0	4.927253685157205	0
488	24	19	1	0	0	6.20455776256869	0
489	10	3	1	0	0	4.867534450455582	0
490	14	1	1	0	0	5.170483995038151	0
491	15	5	1	0	0	5.393627546352362	0
492	12	4	1	0	0	5.003946305945459	0
493	8	4	0	0	0	4.04305126783455	1
494	23	5	1	0	1	6.042632833682381	0
495	11	6	1	0	1	5.1647859739235145	0
496	11	5	1	0	1	4.77912349311153	0
497	8	6	1	0	0	4.890349128221754	1
498	6	2	1	0	0	4.07753744390572	0
499	7	4	1	1	0	5.0238805208462765	1
500	20	15	1	1	1	6.144185634125646	0
501	14	5	1	0	0	4.77912349311153	0
502	1	2	1	0	0	4.1588830833596715	0
503	10	2	0	0	1	4.7535901911063645	1
504	3	2	1	0	0	4.290459441148391	1
505	9	9	1	1	0	4.787491742782046	0
506	13	2	0	1	0	4.820281565605037	0
507	10	1	1	0	0	4.90527477843843	1
508	8	4	1	0	0	5.075173815233827	0
509	7	4	1	0	1	4.927253685157205	0
510	38	18	1	0	0	6.152732694704104	0
511	10	1	1	0	0	4.718498871295094	1
512	12	5	1	0	0	5.0689042022202315	0
513	19	7	1	0	0	5.187385805840755	0
514	19	2	1	0	0	5.198497031265826	1
515	10	6	1	1	1	4.927253685157205	0
516	5	7	1	0	0	4.852030263919617	1
517	2	4	1	0	1	4.23410650459726	0
518	10	3	1	0	0	4.890349128221754	0
519	14	7	1	0	0	4.941642422609304	0
520	21	5	1	0	0	5.60947179518496	0
521	10	1	1	0	1	4.605170185988092	1
522	7	1	1	0	0	5.030437921392435	0
523	7	2	1	0	1	4.709530201312334	1
524	20	13	1	0	0	5.68697535633982	1
525	12	3	1	0	0	5.241747015059643	0
526	5	4	0	0	1	4.795790545596741	1
527	8	5	1	0	0	4.718498871295094	1
528	19	5	1	1	1	5.099866427824199	1
529	7	2	0	0	0	4.499809670330265	1
530	11	14	1	0	1	5.58724865840025	0
531	4	1	0	0	0	4.07753744390572	1
532	7	1	1	0	0	4.820281565605037	1
533	6	0	1	0	0	4.605170185988092	0
534	8	1	1	0	0	4.6913478822291435	0
535	7	7	1	0	1	5.153291594497779	0
536	7	4	0	0	0	4.51085950651685	0
537	21	1	1	0	1	4.948759890378168	1
538	12	4	1	0	1	4.867534450455582	0
539	8	6	1	1	0	5.204006687076795	0
540	23	4	1	0	1	5.420534999272286	1
541	14	3	0	0	0	5.0689042022202315	0
542	11	6	1	0	0	5.351858133476067	0
543	2	1	1	0	1	4.248495242049359	1
544	8	0	1	0	0	4.553876891600541	0
545	11	3	0	0	0	4.465908118654584	0
546	8	1	1	0	0	4.8283137373023015	0
547	15	5	1	0	0	5.030437921392435	1
548	12	6	1	0	0	5.081404364984463	1
549	27	12	1	0	0	5.929589143389895	0
550	11	3	1	0	0	4.997212273764115	0
551	9	1	0	2	0	4.499809670330265	1
552	6	2	1	0	0	4.727387818712341	0
553	19	7	1	1	1	5.424950017481403	1
554	12	4	1	2	0	5.2832037287379885	1
555	3	1	1	0	1	4.442651256490317	0
556	9	3	1	0	0	4.430816798843313	0
557	12	6	1	0	1	5.181783550292085	1
558	22	23	1	0	0	5.6131281063880705	0
559	10	3	1	0	0	4.736198448394496	0
560	8	2	1	2	0	4.68213122712422	1
561	11	3	1	0	0	4.990432586778736	0
562	9	4	1	0	0	5.087596335232384	0
563	20	10	1	0	1	5.521460917862246	0
564	11	2	1	0	0	4.852030263919617	1
565	24	15	1	0	1	5.805134968916488	1
566	4	2	0	1	0	4.382026634673881	1
567	7	4	1	0	0	5.10594547390058	0
568	20	16	1	0	1	5.883322388488279	0
569	8	2	1	0	1	4.7535901911063645	0
570	9	9	1	0	1	5.0238805208462765	0
571	10	2	1	0	0	4.787491742782046	0
572	19	3	1	0	0	4.820281565605037	1
573	6	3	0	0	0	4.31748811353631	1
574	21	8	1	2	1	5.707110264748875	1
575	6	10	1	0	1	4.8283137373023015	0
576	7	4	1	0	0	4.356708826689592	1
577	18	8	1	1	0	5.5053315359323625	0
578	3	1	1	0	0	4.634728988229636	0
579	7	7	1	0	1	4.48863636973214	0
580	16	11	1	0	0	5.267858159063328	0
581	14	9	1	0	0	5.1298987149230735	0
582	2	2	1	0	0	4.553876891600541	0
583	11	4	1	0	1	5.075173815233827	0
584	6	2	1	0	0	4.204692619390966	0
585	14	0	0	2	0	4.804021044733257	1
586	13	11	1	0	1	5.5909869805108565	0
587	15	2	1	0	1	4.948759890378168	1
588	7	1	1	0	0	4.574710978503383	1
589	6	3	1	0	0	4.997212273764115	0
590	11	2	1	0	1	4.820281565605037	0
591	4	1	0	0	0	4.465908118654584	1
592	4	2	1	0	0	5.017279836814924	1
593	10	6	1	0	1	4.912654885736052	1
594	4	3	1	0	0	5.017279836814924	0
595	3	0	1	0	1	4.31748811353631	0
596	5	2	1	0	1	4.804021044733257	0
597	11	4	1	0	0	4.990432586778736	1
598	6	1	1	1	1	4.7535901911063645	1
599	37	16	1	0	0	6.049733455231958	0
600	16	4	1	0	1	5.14166355650266	1
601	13	1	1	0	0	4.727387818712341	1
602	9	4	1	0	0	4.859812404361672	0
603	12	2	1	0	1	4.61512051684126	1
604	16	2	1	0	0	4.8283137373023015	1
605	15	12	1	0	1	5.402677381872279	0
606	9	3	1	0	0	5.0689042022202315	0
607	6	1	1	0	0	4.3694478524670215	0
608	14	3	1	2	0	4.948759890378168	1
609	5	2	0	0	0	4.110873864173311	1
610	17	1	1	0	1	5.476463551931511	0
611	15	5	1	0	0	5.3471075307174685	0
612	11	3	0	0	0	4.890349128221754	1
613	14	5	1	0	0	5.5909869805108565	0
614	7	9	1	0	0	5.017279836814924	0
615	15	6	1	3	1	5.393627546352362	1
616	12	6	1	1	0	5.683579767338681	0
617	9	4	1	0	0	5.003946305945459	0
618	10	1	1	0	0	4.7535901911063645	1
619	16	6	1	0	0	5.3612921657094255	0
620	8	0	1	0	0	4.553876891600541	1
621	12	1	1	0	0	5.198497031265826	1
622	21	4	1	2	1	5.579729825986222	1
623	6	3	1	0	0	4.276666119016055	0
624	8	1	1	0	1	4.663439094112067	1
625	4	8	1	0	0	5.25227342804663	0
626	45	12	1	0	0	6.298949246855942	1
